sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
astronomy/test/58,astronomy,STEM,Unapotembea kaskazini kutoka Marekani kwenda Canada utaona Nyota ya Kaskazini (kaskazini) inavyoongezeka _______________.,Mwangaza zaid,Kidogo chenyewe,Juukwa zaidi angani,Chini zaidi angani,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}, {'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}]",[],"['North America', 'North America', 'North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
astronomy/test/107,astronomy,STEM,Nini kingepata uzito zaidi kwenye Mwezi?,Kilogramu moja ya manyoya,Pound tano za matofali kama ilivyopimwa Duniani,Kilogramu tano za manyoya,Kilogramu moja ya matofali,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/10,business_ethics,Business,"Vipi, kwa mujibu wa Schnackenberg na Tomlinson (2014), ni vigezo vitatu vinavyoweza kutumika kutathmini ubora wa uwazi wa shirika?","Upana, Uwazi, Usahihi","Ufichuzi, Maelezo, Usahihi","Ufichuzi, Uwazi, Usahihi","Ufichuzi, Uwazi, Ufanisi",C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/14,business_ethics,Business,"Je, ni aina gani tatu ya kutofautiana za nadharia ya mshikadau kulingana na Donaldson na Preston (1995)?","Kikanuni, Maelezo na Kiuchumi","Kikanuni, Maadili na Muhimu","Kisiasa, Maelezo na Muhimu","Kikanuni, Maelezo na Muhimu",D,"['regional', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'No']","[{'end': 91, 'label': 'Geographic', 'score': None, 'start': 70}, {'end': 91, 'label': 'Cultural', 'score': None, 'start': 38}, '-', '-']","['Western Culture', 'Western Culture']",['North America'],['United States of America (USA)'],CS,True
business_ethics/test/25,business_ethics,Business,"_______ ni neno linalotumiwa kuelezea uidhinishaji na ukubaliaji unaoendelea wa shughuli za kampuni na jamii, hasa miongoni mwa jumuiya za mitaa na jamii za kiraia.",Maslahi ya binafsi ulioelimika,Leseni ya kijamii ya kufanya kazi,Idhini ya jumuiya,Wajibu wa mnyororo wa ugavi,B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'Yes']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
business_ethics/test/27,business_ethics,Business,"_________, kama vile _______ na _______ ni michakato ambayo mashirika hutekeleza malengo ya mazingira, sera na majukumu na kuhakikisha ukaguzi wa mara kwa mara na ripoti, ambayo huenda zaidi ya kufuata sheria.","Mifumo ya usimamizi wa mazingira, SA8000, EMAS","Viwango vya uwajibikaji kwa jamii, ISO14001, SA8000","Mifumo ya usimamizi wa mazingira, ISO14001, EMAS","Viwango vya uwajibikaji kwa jamii, EMAS, SA8000",C,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CS,True
business_ethics/test/44,business_ethics,Business,"________ ni matumizi ya lugha ya kuficha au kufichua asili ya maadili ya maamuzi, vitendo na tabia.",Upangaji upya wa kimaadili,Kuweka wazi maadili,Maadili ya kuwekwa tu,Maadili uliopangwa upya,B,"['none', 'none', 'cultural', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', {'end': 108, 'label': 'Cultural', 'score': None, 'start': 53}, {'end': 71, 'label': 'Cultural', 'score': None, 'start': 57}]",['Western Culture'],[],[],CS,True
business_ethics/test/52,business_ethics,Business,"Je, hali ya kutoweza kufanya uamuzi kwa kujua, uliofikiriwa kuhusu ununuzi wa bidhaa inajulikana kama?",Ujumuishaji wa mtumiaji,Uwezo wa mtumiaji,Kutengwa kwa mtumiaji,Ugumu wa mazingira ya mtumiaji,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/54,business_ethics,Business,_______ na _______ zote ni mifano ya nadharia egemezi kwa _______ ambazo zimeegemezwa kwenye kanuni za kimsingi za jumla za mema na mabaya.,"Maadili ya wajibu, Maadili ya haki na haki, Kanuni","Utumishi, Ubinafsi, Kanuni","Maadili ya wajibu, Utumishi, Mfuata Maadili tegemezi katika matokeo","Ubinafsi, Maadili za haki na haki, Mfuata Maadili tegemezi katika matokeo",A,"['none', 'cultural', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/57,business_ethics,Business,_________ kama vile ________ Marekani ni jambo muhimu katika kuendesha mazoea ya kimaadili ya biashara.,"Udhibiti wa Kisheria, Sheria ya Sarbanes-Oxley","Sera ya ndani ya kampuni, Sheria ya mazoea yasiyo ya kimaadili ya kampuni","Sera ya ndani ya kampuni, Sheria ya Sarbanes-Oxley","Udhibiti wa Kisheria, Sera ya ndani ya kampuni",A,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 34}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}]","['Western Culture', 'Western Culture']",['North America'],"['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
