sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
astronomy/test/58,astronomy,STEM,"Ketika bepergian ke utara dari Amerika Serikat ke Kanada, Anda akan akan melihat Bintang Utara (Polaris) menjadi _________.",Lebih terang,Lebih redup,Lebih tinggi di langit,Lebih rendah di langit,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}, {'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}]",[],"['North America', 'North America', 'North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
astronomy/test/107,astronomy,STEM,"Dari opsi berikut, manakah yang akan memiliki berat paling besar di bulan?",Satu kilogram bulu,Lima pound batu bata ketika diukur di Bumi,Lima kilogram bulu,Lima kilogram batu bata,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/10,business_ethics,Business,"Menurut Schnackenberg dan Tomlinson (2014), apa saja ketiga kriteria yang dapat digunakan untuk menilai kualitas transparansi perusahaan?","Luasnya dimensi, Kejelasan, Akurasi","Pengungkapan, Detail, Akurasi","Pengungkapan, Kejelasan, Akurasi","Pengungkapan, Kejelasan, Efisiensi",C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/14,business_ethics,Business,Apa saja ketiga jenis teori pemangku kepentingan menurut Donaldson dan Preston (1995)?,"Normatif, Deskriptif, dan Ekonomis","Normatif, Moral, dan Instrumental","Politis, Deskriptif, dan Instrumental","Normatif, Deskriptif, dan Instrumental",D,"['regional', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'No']","[{'end': 91, 'label': 'Geographic', 'score': None, 'start': 70}, {'end': 91, 'label': 'Cultural', 'score': None, 'start': 38}, '-', '-']","['Western Culture', 'Western Culture']",['North America'],['United States of America (USA)'],CS,True
business_ethics/test/25,business_ethics,Business,"_______ adalah istilah yang digunakan untuk menjelaskan disetujui dan diterimanya secara terus-menerus untuk berbagai aktivitas dari perusahaan oleh masyarakat, khususnya di kalangan masyarakat lokal dan masyarakat sipil.",Menghargai kepentingan pihak lain (Enlightened self interest),Izin sosial untuk beroperasi,Persetujuan masyarakat,Tanggung jawab rantai pasokan,B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'Yes']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
business_ethics/test/27,business_ethics,Business,"_________, seperti _______ dan _______ adalah berbagai proses di mana organisasi menerapkan tujuan, kebijakan, dan tanggung jawab lingkungan hidup serta memastikan audit dan pelaporan rutin, yang melampaui kepatuhan hukum.","Sistem manajemen lingkungan, SA8000, EMAS","Standar akuntabilitas sosial, ISO14001, SA8000","Sistem manajemen lingkungan, ISO14001, EMAS","Standar akuntabilitas sosial, EMAS, SA8000",C,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CS,True
business_ethics/test/44,business_ethics,Business,"________ adalah penggunaan bahasa untuk menutupi atau mengekspos sifat etis dari berbagai keputusan, tindakan, dan perilaku.",Etika tambal sulam (ethical splicing),Jebakan moral (moral framing),Etika palsu (ethical window dressing),Moral tambal sulam (moral splicing),B,"['none', 'none', 'cultural', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', {'end': 108, 'label': 'Cultural', 'score': None, 'start': 53}, {'end': 71, 'label': 'Cultural', 'score': None, 'start': 57}]",['Western Culture'],[],[],CS,True
business_ethics/test/52,business_ethics,Business,Keadaan di mana tidak mampu mengambil keputusan berdasarkan informasi yang beralasan mengenai pembelian suatu produk disebut sebagai?,Inklusi konsumen,Kompetensi konsumen,Eksklusi konsumen,Kerentanan konsumen,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/54,business_ethics,Business,_______ dan _______ keduanya merupakan contoh teori berbasis _______ yang didasarkan pada berbagai prinsip dasar universal tentang benar dan salah.,"Etika kewajiban, Etika hak asasi dan keadilan, Prinsip","Utilitarianisme, Egoisme, Prinsip","Etika Kewajiban, Utilitarianisme, Konsekuensialis","Egoisme, Etika hak asasi dan keadilan, Konsekuensialis",A,"['none', 'cultural', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/57,business_ethics,Business,_________ seperti ________ di Amerika Serikat merupakan faktor kunci dalam mendorong praktik bisnis yang etis.,"Perundang-undangan, UU Sarbanes-Oxley","Kebijakan internal perusahaan, UU praktik perusahaan yang tidak etis","Kebijakan internal perusahaan, UU Sarbanes-Oxley","Perundang-undangan, UU praktik perusahaan yang tidak etis",A,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 34}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}]","['Western Culture', 'Western Culture']",['North America'],"['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
