sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
astronomy/test/58,astronomy,STEM,アメリカからカナダへ北へ旅行すると、北極星が _________ なっていくのが見える。,より明るく,より薄暗く,空により高く,空により低く,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}, {'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}]",[],"['North America', 'North America', 'North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
astronomy/test/107,astronomy,STEM,月の上で最も重いのは何ですか？,1キログラムの羽毛,地球上で測定された5ポンドのレンガ,5キログラムの羽毛,1キログラムのレンガ,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/10,business_ethics,Business,シュナッケンバーグとトムリンソン（2014年）が提唱した、企業の透明性の質を評価するために使用できる3つの基準とは何ですか？,広範性、明瞭性、正確性,開示、詳細さ、正確性,開示、明瞭性、正確性,開示、明瞭性、効率,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/14,business_ethics,Business,ドナルドソンとプレストン（1995年）が提唱した、3つの異なるタイプのステークホルダー理論とは何ですか？,規範的、記述的、経済的,規範的、道徳的、手段的,政治的、記述的、手段的,規範的、記述的、手段的,D,"['regional', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'No']","[{'end': 91, 'label': 'Geographic', 'score': None, 'start': 70}, {'end': 91, 'label': 'Cultural', 'score': None, 'start': 38}, '-', '-']","['Western Culture', 'Western Culture']",['North America'],['United States of America (USA)'],CS,True
business_ethics/test/25,business_ethics,Business,_______は、社会、特に地域社会や市民社会が企業活動を継続的に承認し受容することを表すために使われる用語です。,賢明な自己利益,社会的営業免許,コミュニティの承認,サプライチェーンの責任,B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'Yes']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
business_ethics/test/27,business_ethics,Business,___________（_______と_______など）は、組織が環境上の目標、方針、責任を実施し、法的遵守を超えて定期的に確実に監査と報告を行うためのプロセスです。,環境マネジメントシステム、SA8000、EMAS,社会的説明責任基準、ISO14001、SA8000,環境マネジメントシステム、ISO14001、EMAS,社会的説明責任基準、EMAS、SA8000,C,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CS,True
business_ethics/test/44,business_ethics,Business,________は、意志決定、アクション、行動における倫理的性質を隠したり暴露したりするときに使う言葉です。,倫理的スプライシング,道徳的フレーミング,倫理的粉飾決算,道徳的スプライシング,B,"['none', 'none', 'cultural', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', {'end': 108, 'label': 'Cultural', 'score': None, 'start': 53}, {'end': 71, 'label': 'Cultural', 'score': None, 'start': 57}]",['Western Culture'],[],[],CS,True
business_ethics/test/52,business_ethics,Business,製品の購入に関する決定をする際に、情報に基づいた合理的な決定を下すことができない状態を何と呼びますか？,消費者のインクルージョン,消費者のコンピテンシー,消費者のエクスクルージョン,消費者の脆弱性,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/54,business_ethics,Business,_______と_______はどちらも、善悪に関する普遍的な基本原則に基づく_______を基礎とする理論の例です。,義務の倫理、権利と正義の倫理、原則,功利主義、利己主義、原則,義務の倫理、功利主義、帰結（結果）主義,利己主義、権利と正義の倫理、帰結（結果）主義,A,"['none', 'cultural', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/57,business_ethics,Business,_________、例えば、米国の_________などは、倫理的なビジネス慣行を推進する際の重要な要素です。,法律、サーベンス・オクスリー法,社内方針、非倫理的企業慣行に関する法律,社内方針、サーベンス・オクスリー法,法律、非倫理的企業慣行に関する法律,A,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 34}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}]","['Western Culture', 'Western Culture']",['North America'],"['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
