sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
astronomy/test/58,astronomy,STEM,"Ao viajar para o norte dos Estados Unidos para o Canadá, você verá a Estrela Polar (Polaris) ficando _________.",Mais brilhante,Mais fraca,Mais alta no céu,Mais baixa no céu,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}, {'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}]",[],"['North America', 'North America', 'North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
astronomy/test/107,astronomy,STEM,O que pesaria mais na lua?,Um quilograma de penas,"Cinco libras de tijolos, medidos na Terra",Cinco quilogramas de penas,Um quilograma de tijolos,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/10,business_ethics,Business,"De acordo com Schnackenberg e Tomlinson (2014), quais são os três critérios que podem ser usados para avaliar a qualidade da transparência corporativa?","Amplitude, Clareza, Precisão","Divulgação, Detalhe, Precisão","Divulgação, Clareza, Precisão","Divulgação, Clareza, Eficiência",C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/14,business_ethics,Business,"Conforme Donaldson e Preston (1995), quais são os três tipos de teoria das partes interessadas?","Normativa, Descritiva e Econômica","Normativa, Moral e Instrumental","Política, Descritiva e Instrumental","Normativa, Descritiva e Instrumental",D,"['regional', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'No']","[{'end': 91, 'label': 'Geographic', 'score': None, 'start': 70}, {'end': 91, 'label': 'Cultural', 'score': None, 'start': 38}, '-', '-']","['Western Culture', 'Western Culture']",['North America'],['United States of America (USA)'],CS,True
business_ethics/test/25,business_ethics,Business,"__________ é o termo usado para descrever a aprovação e a aceitação contínuas das atividades de uma empresa pela sociedade, especialmente entre comunidades e sociedades civis.",Interesse próprio iluminado,Licença social para operar,Aprovação da comunidade,Responsabilidade da cadeia de suprimentos,B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'Yes']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
business_ethics/test/27,business_ethics,Business,"___________, como ___________ e ________, são processos pelas quais as organizações implementam metas, políticas e responsabilidades ambientais, e garantem que a auditoria e a divulgação regulares, que vão além da conformidade legal.","Sistemas de gestão ambiental, SA8000, EMAS","Sistemas de responsabilidade social, ISO14001, SA8000","Sistemas de gestão ambiental, ISO14001, EMAS","Sistemas de responsabilidade social, EMAS, SA8000",C,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CS,True
business_ethics/test/44,business_ethics,Business,"__________ é o uso da linguagem para ocultar ou expor a natureza ética das decisões, ações e comportamentos.",Conexão ética,Enquadramento moral,Window dressing moral,Conexão moral,B,"['none', 'none', 'cultural', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', {'end': 108, 'label': 'Cultural', 'score': None, 'start': 53}, {'end': 71, 'label': 'Cultural', 'score': None, 'start': 57}]",['Western Culture'],[],[],CS,True
business_ethics/test/52,business_ethics,Business,Como é conhecido o estado de não poder tomar uma decisão fundamentada e pensada sobre a compra de um produto?,Inclusão do consumidor,Competência do consumidor,Exclusão do consumidor,Vulnerabilidade do consumidor,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/54,business_ethics,Business,"_______ e _________ são exemplos de teorias baseadas em _________, fundamentadas nos princípios universais básicos de certo e errado.","Ética do dever, Ética dos direitos e da justiça, Princípios","Utilitarismo, Egoísmo, Princípios","Ética do dever, Utilitarismo, Consequencialismo","Egoísmo, Ética dos direitos e da justiça, Consequentialismo",A,"['none', 'cultural', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/57,business_ethics,Business,"_____________, como a ____________ nos Estados Unidos, são um fator chave para impulsionar práticas comerciais éticas.","Leis, Lei Sarbanes-Oxley","Políticas internas da empresa, Lei contra práticas corporativas antiéticas","Políticas internas da empresa, Lei Sarbanes-Oxley","Leis, Lei contra práticas corporativas antiéticas",A,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 34}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}]","['Western Culture', 'Western Culture']",['North America'],"['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
business_ethics/test/65,business_ethics,Business,"Substituir as cadeias de suprimento por __________ eleva a importância da __________ de produtos, além do redesenho fundamental de toda atividade da empresa para produzir _____________.","Circuitos de suprimentos, Recaptura, Resíduos","Circuitos de suprimentos, Redesenho, Lucro","Redes globais de produção, Recaptura, Resíduo","Redes globais de produção, Redesenho, Lucro",A,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/72,business_ethics,Business,"Há dois temas importantes relacionados ao ________sizing. __________ é um tema chave, pois devido à política de informações da empresa, pode-se dizer que os empregados têm o direito de saber se estão sendo demitidos. ___________ é o segundo tema, particularmente o pacote de ________ que os empregados recebem ao ser demitidos.","Down, Envolvimento, Remuneração, Compensação","Up, Envolvimento, Autonomia, Compensação","Down, Autonomia, Remuneração, Benefícios","Up, Independência, Envolvimento, Benefícios",A,"['none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']",[],[],[],CA,True
