sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
astronomy/test/58,astronomy,STEM,미국에서 캐나다로 북쪽을 향해 여행할 때 북극성이 _________을(를) 보게 됩니다.,더 밝아짐,더 흐려짐,하늘에서 더 높아짐,하늘에서 더 낮아짐,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}, {'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}]",[],"['North America', 'North America', 'North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
astronomy/test/107,astronomy,STEM,달에서 무게가 가장 많이 나가는 것은 무엇이겠습니까?,깃털 1킬로그램,지구 측정치로 벽돌 5파운드,깃털 5킬로그램,벽돌 1킬로그램,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/10,business_ethics,Business,Schnackenberg와 Tomlinson(2014)에 따르면 기업 투명성의 질을 평가하는 데 사용할 수 있는 세 가지 기준은 무엇인가요?,"폭, 명확성, 정확성","공개, 세부정보, 정확성","공개, 명확성, 정확성","공개, 명확성, 효율성",C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/14,business_ethics,Business,Donaldson과 Preston(1995)에 따르면 이해관계자 이론의 세 가지 다른 유형은 무엇인가요?,"규범적, 기술적, 경제적","규범적, 도덕적, 도구적","정치적, 기술적, 도구적","규범적, 기술적, 도구적",D,"['regional', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'No']","[{'end': 91, 'label': 'Geographic', 'score': None, 'start': 70}, {'end': 91, 'label': 'Cultural', 'score': None, 'start': 38}, '-', '-']","['Western Culture', 'Western Culture']",['North America'],['United States of America (USA)'],CS,True
business_ethics/test/25,business_ethics,Business,"________은(는) 사회, 특히 지역사회와 시민사회 내에서 동의하는 기업 활동에 대한 지속적인 승인과 수용을 설명하는 데 사용되는 용어입니다.",도덕적 공감에 기반한 자기이익,운영에 대한 사회적 허가,지역사회 승인,공급망 책임성,B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'Yes']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
business_ethics/test/27,business_ethics,Business,"________ 및 _______와(과) 같은 __________은(는) 조직이 환경적 목표, 정책 및 책임을 구현하고 법적 준수를 넘어서 정기적인 감사 및 보고를 보장하는 프로세스입니다.","환경 관리 시스템, SA8000, EMAS","사회적 책임 표준, ISO14001, SA8000","환경 관리 시스템, ISO14001, EMAS","사회적 책임 표준, ISO14001, EMAS",C,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CS,True
business_ethics/test/44,business_ethics,Business,"________은(는) 결정, 행동 및 행위의 윤리적 성격을 감추거나 노출시키기 위해 언어를 사용하는 것입니다.",윤리적 접합,도덕적 프레이밍,윤리적 진열창 장식(Ethical window dressing),도덕적 접합,B,"['none', 'none', 'cultural', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', {'end': 108, 'label': 'Cultural', 'score': None, 'start': 53}, {'end': 71, 'label': 'Cultural', 'score': None, 'start': 57}]",['Western Culture'],[],[],CS,True
business_ethics/test/52,business_ethics,Business,제품 구매에서 정보에 근거하여 합리적인 결정을 내릴 수 없는 상태를 무엇이라고 하나요?,소비자 포용,소비자 역량,소비자 배제,소비자 취약성,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/54,business_ethics,Business,________ 및 _______은(는) 둘 다 옳고 그름에 대한 보편적인 기본 원칙에 기초한 _______ 기반 이론의 예입니다.,"의무 윤리, 권리와 정의의 윤리, 원칙","공리주의, 이기주의, 원칙","의무 윤리, 공리주의, 결과론","이기주의, 권리와 정의의 윤리, 결과론",A,"['none', 'cultural', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/57,business_ethics,Business,미국의 ________와(과) 같은 __________은(는) 윤리적인 비즈니스 관행을 추진하는 핵심 요소입니다.,"법령, 사베인스-옥슬리법(Sarbanes-Oxley Act)","사내규정, 기업비윤리행위법","사내규정, 사베인스-옥슬리법","법령, 기업비윤리행위법",A,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 34}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}]","['Western Culture', 'Western Culture']",['North America'],"['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
business_ethics/test/65,business_ethics,Business,공급망을 _______로(으로) 대체하면 제품 _______의 중요성이 향상될 뿐만 아니라 _______을(를) 창출하기 위해 기업이 참여하는 모든 활동이 근본적으로 재설계됩니다.,"공급 루프(supply loop), 회수, 폐기물","공급 루프, 재설계, 이익","글로벌 생산 네트워크, 회수, 폐기물","글로벌 생산 네트워크, 재설계, 이익",A,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/72,business_ethics,Business,_____사이징(downsizing)(upsizing)과 관련된 두 가지 주요 문제가 있습니다. ________은(는) 회사의 정보 정책으로 인해 직원 자신이 정리해고 되는지 알 권리가 있다고 주장할 수 있는 핵심 문제입니다. 두 번째 문제인 ________은(는) 특히 직원이 해고될 때 받는 ________ 패키지입니다.,"다운, 참여, 보수, 보상","업, 참여, 자율성, 보상","다운, 자율성, 보수, 혜택","업, 독립성, 참여, 혜택",A,"['none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/74,business_ethics,Business,"윤리적 ________에 따른 객관적 도덕 원칙은 합리적으로 결정될 수 있는 반면, ________ 도덕에 따른 윤리는 상황에 의존적이고 주관적입니다.","규범성, 상대주의","절대주의, 상대주의","상대주의, 절대주의","절대주의, 규범성",B,"['cultural', 'none', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/75,business_ethics,Business,"이슬람 금융과 기존 금융의 일부 주요 차이점으로는 _______ 청구 및 지불 금지, ______ 및 ______ 거래 금지, 죄악의 투자 금지 및 모든 금융 상품에 대한 __________ 지원 요구사항이 있습니다.","이자, 특정, 투기, 무형자산","이자, 불확실, 보장, 무형자산","이자, 불확실, 투기, 유형자산","이자, 특정, 보장, 유형자산",C,"['cultural', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'Yes']","['-', '-', '-', '-']","['Middle Eastern Culture', 'Middle Eastern Culture', 'Other']",[],[],CS,True
business_ethics/test/83,business_ethics,Business,직장을 ______은(는) 예를 들어 직원에게 자신의 작업을 구성하는 방법을 결정할 수 있는 큰 범위가 주어지는 '직무충실화(Job Enrichment)' 또는 직원에게 넓은 범위의 과업이 주어지는 '직무확대(job enlargement)'를 통해 직원에게 권한을 부여하는 것과 관련됩니다.,다시 활기차게 하기,다시 번창시키기,다시 생기가 넘치게 하기,다시 인간성이 넘치게 하기,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/85,business_ethics,Business,"기업 주도 민간규제의 증가는 업계의 _______ 접근 방식 장려, _________ 및 _______ 목표 달성에 기인할 수 있습니다.","신속한, 비용효율성, 느린","신속한, 비용 증가, 느린","선제적, 비용효율성, 신속한","선제적, 비용 증가, 신속한",C,"['none', 'none', 'none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/86,business_ethics,Business,"지속가능성에 대한 ________ 관점에서는 지구의 수용력을 분석한 성장 모델에 근거하여 전반적으로 지구의 유한한 수용력과 현재 및 과거 세대의 _______, ________ 및 _______이(가) 미래 세대의 삶의 질을 저하시킬 수 있다는 결론을 내렸습니다. 이는 자연환경을 유지하고 보존해야 한다는 필요성에 중점을 둔 환경적 관점과 대조되는 것입니다.","경제적, 자원 남용, 인구 과잉, 과잉 오염,","경제적, 자원 사용 미달, 인구 부족, 지속 불가능성","환경적, 자원 사용 미달, 인구 과잉, 오염 과잉","환경적, 자원 남용, 인구 부족, 지속 불가능성",C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/98,business_ethics,Business,"________은(는) 지난 수십 년 동안 성장해 온 기업윤리 관리 도구입니다. 이 도구에서 일반적으로 다루는 영역은 규정준수, 부패 및 환경 문제입니다. 그러나 이러한 문제들은 지속적으로 변화하고 있습니다. 예를 들어 최근 몇 년 동안 __________에 대한 채임이 증가했습니다.","연간보고서, 회사 재무성과","연간보고서, 인터넷 - 소셜 미디어 및 네트워킹","윤리강령, 회사 재무성과","윤리강령, 인터넷 - 소셜 미디어 및 네트워킹",D,"['none', 'none', 'cultural', 'none']","['No', 'No', 'Yes', 'No']","['-', '-', '-', '-']",['Western Culture'],[],[],CA,True
college_biology/test/80,college_biology,STEM,배양에서 성장한 암세포는 다음과 같은 점에서 배양에서 성장한 정상 세포와 유사합니다.,무한히 많은 횟수로 분열,접촉 억제를 표시하지 않음,성장하기 위해 부착할 표면이 필요함,동일한 세포 밀도로 증식,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
college_biology/test/138,college_biology,STEM,찰스 다윈이 제안한 자연 선택의 조건은 특정 집단에 대해 다음 중 한 가지를 제외한 모든 것을 포함합니다.,“적합한” 유전자와 “부적합한” 유전자의 계승,차별적 생존 및 번식 성공,제한적인 자원에 대한 경쟁,과도한 자손 생산,A,"['cultural', 'none', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",['North America'],[],CS,True
college_chemistry/test/20,college_chemistry,STEM,다음 중 n형 반도체인 것은?,실리콘,다이아몬드,탄화 규소,비소 도핑 실리콘,D,"['regional', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CA,True
college_chemistry/test/22,college_chemistry,STEM,25°C에서 1.00 L의 순수로 용해될 수 있는 최대 PbI2 양은 1.0 mmol이다. 완전 용해를 가정할 때 25°C에서 아이오딘화 납에 대한 용해도 곱 K_sp은,1.0 × 10^−3,1.0 × 10^−6,1.0 × 10^−9,4.0 × 10^−9,D,"['none', 'regional', 'none', 'regional']","['No', 'Yes', 'No', 'No']","['-', '-', '-', '-']",[],['South America'],['United Kingdom (UK)'],CS,True
college_mathematics/test/6,college_mathematics,STEM,"길이가 9미터인 사다리가 평평한 지면에서 수직 벽에 기대어 있습니다. 사다리의 아래 부분이 벽에서 초당 2미터의 일정한 속도로 멀어질 때, 사다리의 위쪽은 벽을 따라 내려갑니다. 이때, 사다리의 상단이 지면에서 3미터 높이에 있을 때, 상단이 내려가는 속도는 초당 몇 미터입니까?",12*sqrt(2),6*sqrt(2),4*sqrt(2),1/(2*sqrt(2)),C,"['regional', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CS,True
college_mathematics/test/48,college_mathematics,STEM,"다음 중 멱급수의 수렴 구간으로 유효한 것은 무엇입니까?
(I) [−1, 3)
(II) (−∞, 0]
(III) [2, 2] ∪ [3, 3]
(IV) (−∞,∞)",(II)만,(IV)만,(I) 및 (IV),(II) 및 (III),C,"['none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']",[],[],[],CA,True
college_medicine/test/124,college_medicine,Medical,운동 중 ATP를 재합성하는 가장 빠른 방법은:,해당.,포스포크레아틴 분해.,시트르산 회로(크렙스 회로).,글리코겐 분해.,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
college_medicine/test/143,college_medicine,Medical,"세계체제론은 세계를 중심부, 주변부, 반주변부 국가의 세 하위범주로 나뉘는 하나의 사회체제로 본다. 다음 중 반주변부 국가와 관련하여 가장 알맞은 답변은?",강력한 중앙 정부.,한 가지 자연 자원을 중심으로 한 경제.,다양하고 발전된 경제.,최상류층에 속한 사람의 비율이 적다.,C,"['none', 'regional', 'cultural', 'none', 'none', 'regional']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']","['Western Culture', 'Western Culture', 'Western Culture']","['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)']",CS,True
electrical_engineering/test/22,electrical_engineering,STEM,가변 주파수 전원으로 작동하는 동안 다음 중 어떤 용도로 AC 모터에 가변 전압이 필요합니까?,절연체를 보호하기 위해,포화 효과를 피하기 위해,인버터의 성능을 개선하기 위해,dV/dt에서 사이리스터를 보호하기 위해,B,"['none', 'regional', 'none', 'dialect']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",['Western Culture'],['North America'],[],CS,True
electrical_engineering/test/73,electrical_engineering,STEM,이상 인덕터에서 전력 소실은 어떻게 됩니까?,최대,최소,0,유한한 값,C,"['none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",[],[],[],CA,True
electrical_engineering/test/78,electrical_engineering,STEM,히트 싱크에 사용되는 재료에는 다음 중 어떤 성질이 있어야 합니까?,높은 열전도성,넓은 표면적,높은 녹는점,모두 해당,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
electrical_engineering/test/108,electrical_engineering,STEM,"램프 5미터 아래 지점의 조도가 6럭스일 때, 램프의 촉광은 얼마입니까?",30,140,150,200,C,"['dialect', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CS,True
elementary_mathematics/test/8,elementary_mathematics,STEM,142.76 – 16.5의 차를 구하세요.,159.26,2.224,"14,111",126.26,D,"['none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/18,elementary_mathematics,STEM,1인치=25마일의 척도를 사용하는 지도가 있습니다. 이 지도에서 5인치는 몇 마일로 표시되나요?,5,25,50,125,D,"['regional', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
elementary_mathematics/test/99,elementary_mathematics,STEM,"식초와 오일을 2:5 비율로 섞어 만드는 샐러드 오일이 있습니다. 식초를 9온스 넣을 때, 오일은 몇 온스를 넣어야 할까요?",2,3.6,22.5,63,C,"['dialect', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],['United Kingdom (UK)'],CS,True
elementary_mathematics/test/126,elementary_mathematics,STEM,다음 중 3과 4분의 3갤런과 동등하지 않은 것은 무엇인가요?,60c,15qt,30pt,13qt,D,"['none', 'none', 'regional', 'regional', 'none', 'dialect', 'regional', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-', '-']",[],"['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)']",CS,True
elementary_mathematics/test/132,elementary_mathematics,STEM,어떤 도시에 있는 수영장의 길이를 가장 합리적으로 추정한 것은 무엇인가요?,1미터,25미터,1킬로미터,25킬로미터,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/267,elementary_mathematics,STEM,942 / 3의 정확한 답을 구하세요.,214,304,314,642,C,"['none', 'none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/298,elementary_mathematics,STEM,건물의 각 층 높이는 14.3피트입니다. 건물의 높이가 185.9피트라면 이 건물에는 몇 층이 있나요?,10,13,17,9,B,"['regional', 'regional', 'regional', 'none']","['Yes', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],"['United Kingdom (UK)', 'United States of America (USA)']",CS,True
elementary_mathematics/test/326,elementary_mathematics,STEM,"서커스에서 벌어진 이벤트 중 하나는 인간 포탄인 가브리엘라였습니다. 가브리엘라는 토요일에 쇼를 4회 벌였습니다. 측정된 거리는 7.04미터, 18.81미터, 18.39미터, 19.94미터였습니다. 가브리엘라가 그날 날아간 거리는 총 얼마인가요?",64.18m,74.18m,57.14m,59.24m,A,"['none', 'regional', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/7,global_facts,Other,"2017년 기준 지난 해에 공공 서비스(예: 교육, 법, 의료 및 보건, 등록 및 허가 서비스, 공급처리시설, 세금 및 관세, 토지 서비스) 이용을 위해 뇌물을 지불한 적이 있다고 답한 인도인의 비율은? ",29%,49%,69%,89%,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'Yes', 'No', 'No']","['-', '-', '-', '-', '-']","['South Asian Culture', 'South Asian Culture', 'South Asian Culture']","['Asia', 'Asia']","['India', 'India', 'India', 'India']",CS,True
global_facts/test/9,global_facts,Other,2017년 기준 인도에서 지난 3개월 간 인터넷을 사용한 인구의 비율은?,11%,26%,41%,56%,B,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 52, 'label': 'Geographic', 'score': None, 'start': 47}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 33}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 47}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 17}]",['South Asian Culture'],['Asia'],"['India', 'India', 'India', 'India']",CS,True
global_facts/test/11,global_facts,Other,2019년 기준 전 세계 인구 중 극빈층에 해당하는 사람들의 비율은(하루 수입 기준 $1.90 미만)?,5%,10%,15%,25%,B,"['none', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/13,global_facts,Other,다음 중 ‘성장을 통한 재분배’ 정책 방향의 요소가 아닌 것은?,최저임금 법제화,토지 개혁,누진과세,교육 접근성 증진,A,"['regional', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/14,global_facts,Other,1950년 기준 문해력을 갖춘 전 세계 인구의 비율은?,36%,56%,76%,96%,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/24,global_facts,Other,2020년 기준 다음 중 옳은 진술은?,남성이 여성에 비해 우울증 및 알코올사용장애에 시달릴 가능성이 크다.,여성이 남성에 비해 우울증 및 알코올사용장애에 시달릴 가능성이 크다.,"남성은 여성에 비해 우울증에 걸릴 가능성이 큰 반면, 여성은 남성에 비해 알코올사용장애에 시달릴 가능성이 크다.","여성은 남성에 비해 우울증에 걸릴 가능성이 큰 반면, 남성은 여성에 비해 알코올사용장애에 시달릴 가능성이 크다.",D,"['cultural', 'none', 'regional', 'none', 'none', 'none', 'regional', 'none']","['No', 'No', 'No', 'Yes', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/57,global_facts,Other,1987년 이란 콘트라 사건 당시 레이건 정부가 정보를 은폐했다고 믿은 미국인의 비율은?,2%,25%,50%,75%,D,"['cultural', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 67, 'label': 'Cultural', 'score': None, 'start': 32}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 43}, {'end': 60, 'label': 'Geographic', 'score': None, 'start': 40}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 43}]",['Western Culture'],"['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
global_facts/test/59,global_facts,Other,"세계은행 데이터에 따르면 니제르는 1995년 기준 가장 가난한 가구 20%가 가구 소득의 7.5%를 차지하고, 그 다음으로 가난한 20%가 11.8%를 차지하고, 중간의 20%가 15.5%를 차지하고, 두 번째로 부유한 가구 20%가 21.1%를 차지하고, 가장 부유한 가구 20%가 44.1%를 차지했다. 그렇다면 니제르 가구 하위 60%의 누적 소득 비율은?",15.50%,34.80%,48.10%,65.20%,B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],"['Niger', 'Niger']",CS,True
