sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
astronomy/test/58,astronomy,STEM,عند السفر شمالًا من الولايات المتحدة إلى كندا، سترى نجم الشمال (بولاريس) _________.,أكثر سطوعًا,باهت,أعلى في السماء,أكثر انخفاضًا في السماء,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}, {'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}]",[],"['North America', 'North America', 'North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
astronomy/test/107,astronomy,STEM,ما الذي سيكون وزنه أكبر على القمر؟,كيلوغرام من الريش,خمسة أرطال من الطوب كما يقاس على الأرض,خمسة كيلوغرامات من الريش,كيلوغرام من الطوب,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/10,business_ethics,Business, ما هي المعايير الثلاثة التي يمكن استخدامها لتقييم جودة شفافية الشركات، وفقًا لشناكينبرج وتوملينسون (2014)؟,اتساع، وضوح، دقة,الإفصاح والتفاصيل والدقة,الإفصاح، الوضوح، الدقة,الإفصاح والوضوح والكفاءة,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/14,business_ethics,Business,ما الأنواع الثلاثة المُختلفة لنظرية أصحاب المصلحة المعنيين وفقًا لدونالدسون وبريستون (1995)؟,المعياري، الوصفي، الاقتصادي,المعياري، الأخلاقي، الفعال,السياسي، الوصفي، الفعال,المعياري، الوصفي، الفعال,D,"['regional', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'No']","[{'end': 91, 'label': 'Geographic', 'score': None, 'start': 70}, {'end': 91, 'label': 'Cultural', 'score': None, 'start': 38}, '-', '-']","['Western Culture', 'Western Culture']",['North America'],['United States of America (USA)'],CS,True
business_ethics/test/25,business_ethics,Business,_______ هو المصطلح المُستخدم لوصف الموافقة والقبول المستمرين لأنشطة الشركة من قِبَل المجتمع، خاصةً بين المجتمعات المحلية والمجتمعات المدنية.,المصلحة الشخصية المستنيرة,الترخيص الاجتماعي للعمل,موافقة المجتمع,مسؤولية سلسلة التوريد,B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'Yes']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
business_ethics/test/27,business_ethics,Business,_________، مثل _______ و_______ هي عمليات تستخدمها المؤسسات لتنفيذ الأهداف والسياسات والمسؤوليات البيئية وضمان التدقيق والإبلاغ المنتظمين، وهو ما يتجاوز الامتثال القانوني.,أنظمة الإدارة البيئية، SA8000، خطة الإدارة البيئية والتدقيق,معايير المساءلة الاجتماعية، ISO14001، SA8000,أنظمة الإدارة البيئية، ISO14001، خطة الإدارة البيئية والتدقيق,معايير المساءلة الاجتماعية، خطة الإدارة البيئية والتدقيق، SA8000,C,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CS,True
business_ethics/test/44,business_ethics,Business,________ هو استخدام لغة لإخفاء الطبيعة الأخلاقية للقرارات والإجراءات والسلوكيات أو لكشفها.,الربط الأخلاقي,التأطير الأخلاقي,تحريف الحقائق الأخلاقية,الربط الأخلاقي,B,"['none', 'none', 'cultural', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', {'end': 108, 'label': 'Cultural', 'score': None, 'start': 53}, {'end': 71, 'label': 'Cultural', 'score': None, 'start': 57}]",['Western Culture'],[],[],CS,True
business_ethics/test/52,business_ethics,Business,تُعرف حالة عدم القدرة على اتخاذ قرار مستنير ومعلل بشأن شراء المنتج باسم؟,إدماج المستهلك,كفاءة المستهلك,استبعاد المستهلك,ضعف المستهلك,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/54,business_ethics,Business,_______ و_______ مثالان على النظريات القائمة على _______ والتي تستند إلى المبادئ العالمية الأساسية القائمة على الصواب والخطأ.,أخلاقيات الواجب، أخلاقيات الحقوق والعدالة، المبدأ,النفعية، الأنانية، المبدأ,أخلاقيات الواجب، النفعية، التبعية,الأنانية، أخلاقيات الحقوق والعدالة، التبعية,A,"['none', 'cultural', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/57,business_ethics,Business,_________ مثل _________ في الولايات المتحدة عامل رئيسي لتوجيه الممارسات التجارية الأخلاقية.,التشريع، قانون ساربانيس-أوكسلي,السياسة الداخلية للشركة، قانون الممارسات غير الأخلاقية للشركات,السياسة الداخلية للشركة، قانون ساربانيس-أوكسلي,التشريع، قانون الممارسات غير الأخلاقية للشركات,A,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 34}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}]","['Western Culture', 'Western Culture']",['North America'],"['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
