sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
astronomy/test/58,astronomy,STEM,संयुक्त राज्य अमेरिका से कनाडा में उत्तर की यात्रा करते समय आपको नॉर्थ स्टार (पोलारिस) _________ होता हुआ दिखेगा।,अधिक चमकदार,अधिक धुंधला,आकाश में और ऊपर,आकाश में और नीचे,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}, {'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}]",[],"['North America', 'North America', 'North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
astronomy/test/107,astronomy,STEM,चाँद पर सबसे अधिक वजन किस चीज़ का होगा?,एक किलोग्राम पंख,पृथ्वी पर मापी गई ईंटों का वजन पाँच पाउंड है,पांच किलोग्राम पंख,एक किलोग्राम ईंटें,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/10,business_ethics,Business,"श्नाकेनबर्ग और टॉमलिंसन (2014) के अनुसार, कॉर्पोरेट पारदर्शिता की गुणवत्ता का आकलन करने के लिए उपयोग किए जाने वाले तीन मानदंड क्या हैं?","व्यापकता, स्पष्टता, सटीकता","प्रकटीकरण, विवरण, सटीकता","प्रकटीकरण, स्पष्टता, सटीकता","प्रकटीकरण, स्पष्टता, दक्षता",C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/14,business_ethics,Business,डोनाल्डसन और प्रेस्टन (1995) के अनुसार हितधारक सिद्धांत के तीन भिन्न प्रकार क्या हैं?,"मानक, वर्णनात्मक और आर्थिक","मानक, नैतिक और वाद्य","राजनीतिक, वर्णनात्मक और वाद्य","मानक, वर्णनात्मक और वाद्य",D,"['regional', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'No']","[{'end': 91, 'label': 'Geographic', 'score': None, 'start': 70}, {'end': 91, 'label': 'Cultural', 'score': None, 'start': 38}, '-', '-']","['Western Culture', 'Western Culture']",['North America'],['United States of America (USA)'],CS,True
business_ethics/test/25,business_ethics,Business,"_______ शब्द का उपयोग समाज द्वारा, विशेष रूप से स्थानीय समुदायों और नागरिक समाजों के बीच कंपनी की गतिविधियों की चल रही मंजूरी और स्वीकृति का वर्णन करने के लिए किया जाता है।",प्रबुद्ध स्वार्थ,संचालन के लिए सामाजिक लाइसेंस,सामुदायिक अनुमोदन,आपूर्ति श्रृंखला जिम्मेदारी,B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'Yes']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
business_ethics/test/27,business_ethics,Business,"_________, जैसे कि _______ और _______ ऐसी प्रक्रियाएं हैं जिनके द्वारा संगठन पर्यावरणीय लक्ष्यों, नीतियों और जिम्मेदारियों को लागू करते हैं और नियमित ऑडिटिंग और रिपोर्टिंग सुनिश्चित करते हैं, जो कानूनी अनुपालन से परे हैं।","पर्यावरण प्रबंधन प्रणाली, SA8000, EMAS","सामाजिक जवाबदेही मानक, ISO14001, SA8000","पर्यावरण प्रबंधन प्रणाली, ISO14001, EMAS","सामाजिक जवाबदेही मानक, ईएमएएस, एसए8000",C,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CS,True
business_ethics/test/44,business_ethics,Business,"________ निर्णयों, कार्यों और व्यवहारों की नैतिक प्रकृति को छिपाने या उजागर करने के लिए भाषा का उपयोग है।",नैतिक जोड़,नैतिक ढाँचा,नैतिक खिड़की ड्रेसिंग,नैतिक जोड़,B,"['none', 'none', 'cultural', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', {'end': 108, 'label': 'Cultural', 'score': None, 'start': 53}, {'end': 71, 'label': 'Cultural', 'score': None, 'start': 57}]",['Western Culture'],[],[],CS,True
business_ethics/test/52,business_ethics,Business,"किसी उत्पाद की खरीद के बारे में सूचित, तर्कपूर्ण निर्णय लेने में असमर्थ होने की स्थिति को क्या कहा जाता है?",उपभोक्ता समावेशन,उपभोक्ता क्षमता,उपभोक्ता बहिष्करण,उपभोक्ता भेद्यता,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/54,business_ethics,Business,_______ और _______ दोनों _______-आधारित सिद्धांतों के उदाहरण हैं जो सही और गलत के बुनियादी सार्वभौमिक सिद्धांतों पर आधारित हैं।,"कर्तव्य की नैतिकता, अधिकारों और न्याय की नैतिकता, सिद्धांत","उपयोगितावाद, अहंवाद, सिद्धांत","कर्तव्य की नैतिकता, उपयोगितावाद, परिणामवादी","अहंवाद, अधिकार और न्याय की नैतिकता, परिणामवादी",A,"['none', 'cultural', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/57,business_ethics,Business,संयुक्त राज्य अमेरिका में __________ जैसे ________ नैतिक व्यावसायिक प्रथाओं को चलाने में एक महत्वपूर्ण कारक है।,"विधान, सर्बनेस-ऑक्सले अधिनियम","आंतरिक कंपनी नीति, अनैतिक कॉर्पोरेट आचरण अधिनियम","आंतरिक कंपनी नीति, सर्बनेस-ऑक्सले अधिनियम","विधान, अनैतिक कॉर्पोरेट आचरण अधिनियम",A,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 34}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}]","['Western Culture', 'Western Culture']",['North America'],"['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
