sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
astronomy/test/58,astronomy,STEM,从美国向北进入加拿大时，您会看到北星（北极星）越来越_________。,亮,暗,在天空中更高,在天空中更低,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}, {'end': 55, 'label': 'Geographic', 'score': None, 'start': 5}, {'end': 43, 'label': 'Geographic', 'score': None, 'start': 30}]",[],"['North America', 'North America', 'North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
astronomy/test/107,astronomy,STEM,在月球上，最重的是什么？,一千克羽毛,在地球上测量重五磅的砖,五千克羽毛,一千克砖,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/10,business_ethics,Business,根据 Schnackenberg 和 Tomlinson（2014 年）的观点，可以用来评估企业透明度质量的三个标准是什么？,广度、清晰度、准确性,披露、详情、准确性,披露、清晰度、准确性,披露、清晰度、效率,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/14,business_ethics,Business,Donaldson 和 Preston（1995 年）认为的利益相关者理论的三种不同类型是什么？,规范性、描述性和经济,规范性、道德和工具性,政治、描述性和工具性,规范性、描述性和工具性,D,"['regional', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'No']","[{'end': 91, 'label': 'Geographic', 'score': None, 'start': 70}, {'end': 91, 'label': 'Cultural', 'score': None, 'start': 38}, '-', '-']","['Western Culture', 'Western Culture']",['North America'],['United States of America (USA)'],CS,True
business_ethics/test/25,business_ethics,Business,_______一词是指社会（特别是当地社区和民间团体）对公司活动的持续认可和接受。,理性的利己主义,社会许可经营,社区许可,供应链责任,B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'Yes']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
business_ethics/test/27,business_ethics,Business,_________（例如_______和_______）是组织实现环境目标、实施环境政策和履行环境责任，并确保定期审计和报告的流程，这些流程超出了法律合规的范围。,环境管理体系，SA8000，EMAS,社会责任标准，ISO14001，EMAS,环境管理体系，ISO14001，EMAS,社会责任标准，EMAS，SA8000,C,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CS,True
business_ethics/test/44,business_ethics,Business,________是使用语言来掩盖或揭露决策、行动和行为的伦理本性。,伦理拼接,道德框架,伦理粉饰,道德拼接,B,"['none', 'none', 'cultural', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', {'end': 108, 'label': 'Cultural', 'score': None, 'start': 53}, {'end': 71, 'label': 'Cultural', 'score': None, 'start': 57}]",['Western Culture'],[],[],CS,True
business_ethics/test/52,business_ethics,Business,无法对产品购买做出明智、合理决策的状态被称为什么？,消费者包容,消费能力,消费者排斥,消费者脆弱性,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/54,business_ethics,Business,_______和_______都是以_______为基础的理论示例，它们基于是非的基本普遍原则。,责任伦理，权力与正义伦理，原则,功利主义，利己主义，原则,责任伦理，功利主义，结果主义,利己主义，权力与正义伦理，结果主义,A,"['none', 'cultural', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/57,business_ethics,Business,_________（例如美国的________）是推动道德商业行为的关键因素。,立法，《萨班斯-奥克斯利法案》,公司内部政策，《不道德企业行为法》,公司内部政策，《萨班斯-奥克斯利法案》,立法，《不道德企业行为法》,A,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 34}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}, {'end': 51, 'label': 'Geographic', 'score': None, 'start': 38}]","['Western Culture', 'Western Culture']",['North America'],"['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
business_ethics/test/65,business_ethics,Business,用_______取代供应链提高了产品_______的重要性，并对公司会产生_______的每一项活动进行根本性的重新设计。,供应环，回收，浪费,供应环，重新设计，利润,全球生产网络，回收，浪费,全球生产网络，重新设计，利润,A,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
