question_id,question,options,answer,answer_index,cot_content,category,src,gpt4o_rawtext,gpt4o
70,"Typical advertising regulatory bodies suggest, for example that adverts must not: encourage _________, cause unnecessary ________ or _____, and must not cause _______ offence.","['Safe practices, Fear, Jealousy, Trivial'
 'Unsafe practices, Distress, Joy, Trivial'
 'Safe practices, Wants, Jealousy, Trivial'
 'Safe practices, Distress, Fear, Trivial'
 'Unsafe practices, Wants, Jealousy, Serious'
 'Safe practices, Distress, Jealousy, Serious'
 'Safe practices, Wants, Fear, Serious'
 'Unsafe practices, Wants, Fear, Trivial'
 'Unsafe practices, Distress, Fear, Serious']",I,8,,business,ori_mmlu-business_ethics,"To determine the correct choice, I need to consider the typical guidelines for advertising regulatory bodies. 

First, adverts should not encourage unsafe practices. This is a common guideline to ensure public safety and prevent harm.

Second, adverts should not cause unnecessary distress or fear. These emotions can negatively impact the audience and are generally discouraged in advertising.

Third, adverts should not cause serious offence. This is to maintain respect and sensitivity towards diverse audiences and prevent backlash or harm.

Now, I will look for the option that matches these criteria:

- Encourage unsafe practices
- Cause unnecessary distress or fear
- Cause serious offence

The correct choice is {'sol': 'i'}.",i
71,"Managers are entrusted to run the company in the best interest of ________. Specifically, they have a duty to act for the benefit of the company, as well as a duty of ________ and of _______.","['Shareholders, Diligence, Self-interest'
 'Shareholders, Self-interest, Care and Skill'
 'Stakeholders, Care and skill, Self-interest'
 'Stakeholders, Diligence, Care and Skill'
 'Customers, Care and Skill, Diligence'
 'Shareholders, Care and Skill, Diligence'
 'Shareholders, Self-interest, Diligence'
 'Employees, Care and Skill, Diligence'
 'Stakeholders, Self-interest, Diligence'
 'Stakeholder, Care and Skill, Diligence']",F,5,,business,ori_mmlu-business_ethics,"First, I need to identify who managers are primarily responsible to in a company. Typically, managers are entrusted to run the company in the best interest of the shareholders.

Next, I need to determine the duties managers have. Managers have a duty of care and skill, which means they must act with the competence and diligence that a reasonable person would exercise in a similar position.

Finally, I need to find the option that matches these responsibilities. The correct choice should include ""Shareholders"" and ""Care and Skill"" along with ""Diligence.""

Therefore, the correct answer is {'sol': 'f'}.",f
72,"There are two main issues associated with _____ sizing. _______ is a key issue as due to the information policy of the corporation it can be argued that employees have a right to know if they are being made redundant. _______ is a second issue, particularly the ________ package that employees receive when laid off.","['Down, Autonomy, Remuneration, Benefit'
 'Down, Involvement, Independence, Benefit'
 'Up, Independence, Involvement, Benefit'
 'Down, Privacy, Autonomy, Benefit'
 'Up, Involvement, Autonomy, Compensation'
 'Down, Independence, Autonomy, Compensation'
 'Up, Involvement, Remuneration, Severance'
 'Up, Privacy, Remuneration, Severance'
 'Up, Autonomy, Remuneration, Compensation'
 'Down, Involvement, Remuneration, Compensation']",J,9,,business,ori_mmlu-business_ethics,"To solve this problem, I need to fill in the blanks with the appropriate words from the given choices.

First, I need to determine the context of the sentence. The sentence is discussing issues related to ""sizing,"" which likely refers to ""downsizing"" or ""upsizing"" in a corporate context. Downsizing is more commonly associated with issues like redundancy and severance packages, so I will focus on options with ""Down.""

Next, I need to consider the first issue mentioned: employees' right to know if they are being made redundant. This issue is related to ""Privacy"" because it involves the information policy of the corporation and the employees' right to be informed.

Finally, the second issue involves the ""package"" employees receive when laid off, which is typically referred to as ""Compensation"" or ""Severance.""

Based on these considerations, the correct choice is:
d) Down, Privacy, Autonomy, Benefit

Therefore, the correct answer is {'sol': 'd'}.",d
73,_______ locate morality beyond the sphere of rationality in an emotional 'moral impulse' towards others.,"['Ethical egoism' 'Ethics of duty' 'Postmodern ethics'
 'Consequentialist ethics' 'Utilitarian ethics' 'Deontological ethics'
 'Virtue ethics' 'Ethics of care' 'Ethics of rights' 'Relativist ethics']",C,2,,business,ori_mmlu-business_ethics,"To solve this, I need to identify which ethical theory emphasizes an emotional 'moral impulse' towards others, rather than relying solely on rationality.

1. Ethical egoism focuses on self-interest, not on an emotional impulse towards others.
2. Ethics of duty (deontological ethics) emphasizes duty and rules, not emotions.
3. Postmodern ethics often challenges traditional ethical structures and can emphasize emotions and relationships.
4. Consequentialist ethics, including utilitarianism, focuses on outcomes rather than emotional impulses.
5. Utilitarian ethics is a form of consequentialism, focusing on the greatest good, not emotions.
6. Deontological ethics focuses on rules and duties, not emotions.
7. Virtue ethics emphasizes character and virtues, which can include emotions but is not primarily about an emotional impulse.
8. Ethics of care emphasizes relationships and emotional connections, focusing on care and empathy towards others.
9. Ethics of rights focuses on individual rights, not emotions.
10. Relativist ethics suggests that morality is relative to cultural or individual perspectives, not specifically about emotional impulses.

The ethical theory that most clearly locates morality in an emotional 'moral impulse' towards others is the ethics of care, which emphasizes empathy, relationships, and caring for others.

Therefore, the correct answer is {'sol': 'h'}.",h
74," Some of key differences between Islamic finance and conventional finance include - prohibition of charging and paying _______, prohibition on ______ and ______ transactions, prohibition of sinful investment and requirement for all financial products to be backed by __________.","['Interest, Certain, Assured, Both tangible and intangible assets'
 'Interest, Uncertain, Assured, Both tangible and intangible assets'
 'Interest, Uncertain, Speculative, Intangible assets'
 'Interest, Certain, Assured, Tangible assets'
 'Interest, Uncertain, Assured, Intangible assets'
 'Profit, Uncertain, Speculative, Tangible assets'
 'Interest, Uncertain, Speculative, Tangible assets'
 'Interest, Certain, Speculative, Intangible assets'
 'Profit, Certain, Assured, Tangible assets'
 'Interest, Certain, Speculative, Both tangible and intangible assets']",G,6,,business,ori_mmlu-business_ethics,"First, I need to identify the key principles of Islamic finance. One of the main principles is the prohibition of charging and paying interest, which is known as ""riba"" in Islamic finance.

Next, Islamic finance prohibits transactions that are uncertain or speculative, which are referred to as ""gharar"" and ""maysir"" respectively. Therefore, the correct terms to fill in the blanks are ""Uncertain"" and ""Speculative.""

Finally, Islamic finance requires that all financial products be backed by tangible assets, as opposed to intangible assets, to ensure that they are tied to real economic activity.

Therefore, the correct answer is {'sol': 'g'}.",g
75, Which of the following are the three broad groups of organizational characteristics segmentation criteria?,"['Organizational size, industry type, and geographical location.'
 'Organizational size, industry type, and age of company.'
 'Organizational size, industry type, and customer base.'
 'Organizational size, industry type, and annual revenue.'
 'Organizational size, industry type, and business strategy.'
 'None of the above.' 'Organizational size, industry type, and gender.'
 'Organizational size, industry type, and number of branches.'
 'Psychographics, purchaser, and behavioural criteria.'
 'Organizational size, industry type, and number of employees.']",A,0,,business,ori_mmlu-marketing,"To determine the three broad groups of organizational characteristics segmentation criteria, I need to consider the common factors used in segmenting organizations. 

First, organizational size is a common criterion as it helps in understanding the scale and capacity of the organization.

Second, industry type is another common criterion as it categorizes organizations based on the sector they operate in, which influences their needs and behaviors.

Third, geographical location is often used as it affects market dynamics, regulatory environment, and customer preferences.

Now, I will review the options:

a) Organizational size, industry type, and geographical location - This option includes all three common criteria.

b) Organizational size, industry type, and age of company - Age of company is not a common broad group criterion.

c) Organizational size, industry type, and customer base - Customer base is not a common broad group criterion.

d) Organizational size, industry type, and annual revenue - Annual revenue is not a common broad group criterion.

e) Organizational size, industry type, and business strategy - Business strategy is not a common broad group criterion.

f) None of the above - This is incorrect as option a is valid.

g) Organizational size, industry type, and gender - Gender is not applicable to organizations.

h) Organizational size, industry type, and number of branches - Number of branches is not a common broad group criterion.

i) Psychographics, purchaser, and behavioural criteria - These are not organizational characteristics.

j) Organizational size, industry type, and number of employees - Number of employees is not a common broad group criterion.

Therefore, the correct answer is {'sol': 'a'}.",a
76," Pine and Gilmore (1999) derive four distinct realms of experience, based on two dimensions. What are these dimensions?","['Customer participation and environmental acquisition.'
 'Environmental acquisition and environmental relationship.'
 'Customer retention and environmental relationship.'
 'Customer participation and environmental relationship.'
 'Customer acquisition and customer retention.'
 'Customer participation and customer relationship.'
 'Customer acquisition and environmental participation.'
 'Environmental participation and customer relationship.'
 'Customer retention and customer relationship.'
 'Customer acquisition and environmental relationship.']",D,3,,business,ori_mmlu-marketing,"First, I need to recall the two dimensions that Pine and Gilmore (1999) use to derive the four realms of experience. These dimensions are related to how customers interact with experiences.

Next, I remember that the two dimensions are ""customer participation"" and ""environmental relationship."" Customer participation refers to the level of involvement of the customer in the experience, while environmental relationship refers to the connection between the customer and the environment in which the experience occurs.

Finally, I need to match these dimensions with the given choices. The correct choice that includes both ""customer participation"" and ""environmental relationship"" is option d.

Therefore, the correct answer is {'sol': 'd'}.",d
77," Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?","['Non-probability.' 'Cross-sectional.' 'Qualitative.' 'Ethnographic.'
 'Longitudinal.' 'Experimental.' 'Probability.' 'Observational.'
 'Case Study.' 'Quantitative.']",J,9,,business,ori_mmlu-marketing,"To determine which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents, we need to consider the characteristics of each option:

1. Non-probability: This refers to sampling methods where not all members of the population have a chance of being selected. It doesn't specifically relate to the method of data collection.

2. Cross-sectional: This refers to a study that analyzes data from a population at a specific point in time. It doesn't specify the method of data collection.

3. Qualitative: This involves collecting non-numerical data and often uses open-ended questions, not standardized ones.

4. Ethnographic: This is a qualitative method focused on studying cultures and communities through observation and interviews, not standardized questions.

5. Longitudinal: This involves repeated observations of the same variables over long periods. It doesn't specify the method of data collection.

6. Experimental: This involves manipulating one variable to determine if changes in one variable cause changes in another. It doesn't specifically involve standardized questions.

7. Probability: This refers to sampling methods where every member of the population has a known chance of being selected. It doesn't specify the method of data collection.

8. Observational: This involves observing subjects in their natural environment without interference. It doesn't involve standardized questions.

9. Case Study: This is an in-depth study of a particular case or cases. It often involves qualitative methods.

10. Quantitative: This involves collecting numerical data and often uses predetermined, standardized questions to gather data from many respondents.

Based on the analysis, the method that fits the description of using predetermined, standardized questions from many respondents is quantitative research.

Therefore, the correct answer is {'sol': 'j'}.",j
78,"Where the price is set low relative to the competition to gain market share, this strategy is known as:","['Captive product pricing.' 'High-low pricing.' 'Price skimming.'
 'Value added pricing.' 'Penetration pricing.' 'Premium pricing.'
 'Cost-plus pricing.' 'Economy pricing.' 'Psychological pricing.'
 'Competitive pricing.']",E,4,,business,ori_mmlu-marketing,"First, I need to identify the strategy where the price is set low relative to the competition to gain market share. 

Next, I will consider the definitions of the pricing strategies provided in the choices:
- Captive product pricing involves setting a low price for the main product and high prices for the complementary products.
- High-low pricing involves setting prices high initially and then offering discounts or sales.
- Price skimming involves setting high prices initially and lowering them over time.
- Value added pricing involves setting higher prices based on added features or services.
- Penetration pricing involves setting a low price to enter a competitive market and gain market share.
- Premium pricing involves setting high prices to indicate high quality or exclusivity.
- Cost-plus pricing involves setting prices based on the cost of production plus a markup.
- Economy pricing involves setting low prices with minimal marketing expenses.
- Psychological pricing involves setting prices that have a psychological impact, such as $9.99 instead of $10.
- Competitive pricing involves setting prices based on competitors' prices.

Finally, the strategy that involves setting a low price relative to the competition to gain market share is penetration pricing.

Therefore, the correct answer is {'sol': 'e'}.",e
79,"Once a train pulls out of a station, or an aeroplane takes off or a film starts, those seats are lost and can never be sold. This is referred to as:","['Immeasurability.' 'Impalpability.' 'Variability.' 'Non-storability.'
 'Indivisibility.' 'Perishability.' 'Non-recoverability.'
 'Inseparability.' 'Heterogeneity.' 'Intangibility.']",F,5,,business,ori_mmlu-marketing,"First, I need to understand the context of the situation described. The scenario involves seats that cannot be sold once a service has started, such as a train leaving a station or a film starting.

Next, I need to identify the term that best describes this characteristic. The key aspect here is that the opportunity to sell the seat is lost once the service begins, indicating that the service cannot be stored or saved for later use.

Finally, I match this characteristic with the correct term from the choices provided. The term that describes the inability to store a service for future sale or use is ""Perishability.""

Therefore, the correct answer is {'sol': 'f'}.",f
80,"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.","['Data collection firm.' 'Freelance agency.' 'Data analysis firm.'
 'Survey firm.' 'Full-service agency.' 'Tabulation agency.'
 'Marketing agency.' 'Research firm.' 'Consultant.' 'Field agency.']",E,4,,business,ori_mmlu-marketing,"To determine the correct answer, let's analyze the options:

1. A data collection firm focuses solely on gathering data, not the entire research process.
2. A freelance agency typically involves independent contractors, not a full-service research project.
3. A data analysis firm specializes in analyzing data, not the complete research process.
4. A survey firm primarily conducts surveys, not the entire research project.
5. A full-service agency offers a comprehensive range of services, including data collection, analysis, and reporting.
6. A tabulation agency focuses on organizing data into tables, not the entire research process.
7. A marketing agency typically focuses on marketing strategies, not specifically on research projects.
8. A research firm could conduct research projects, but it doesn't specify the full range of services.
9. A consultant provides expert advice, not necessarily conducting full research projects.
10. A field agency focuses on data collection in the field, not the entire research process.

The firm in question conducts a complete marketing research project from data collection, analysis, and reporting, which aligns with the services of a full-service agency.

Therefore, the correct answer is {'sol': 'e'}.",e
81,The six dimensions usually considered to constitute the external marketing environment include all of the following except:,"['Political considerations.' 'Weather conditions'
 'Personal preferences of the marketing team' 'Economics issues.'
 'Technology trends' 'Socio-cultural aspects.' 'Global factors.'
 'Competitive landscape' 'Industry regulations' 'Environmental concerns']",G,6,,business,ori_mmlu-marketing,"First, I need to identify the typical dimensions of the external marketing environment. These usually include political considerations, economic issues, socio-cultural aspects, technology trends, global factors, competitive landscape, industry regulations, and environmental concerns.

Next, I need to compare these typical dimensions with the given choices to identify which one does not fit.

Upon reviewing the choices, ""Personal preferences of the marketing team"" is not typically considered part of the external marketing environment, as it pertains more to internal factors.

Therefore, the correct answer is {'sol': 'c'}.",c
82,What is the term for the 'rule of thumb' type of bias in decision making?,"['Framing bias' 'Availability bias' 'Representativeness bias'
 'Self-serving bias' 'Hindsight bias' 'Over-confidence bias'
 'Confirmation bias' 'Optimism bias' 'Anchoring bias' 'Heuristics']",J,9,,business,ori_mmlu-management,"First, I need to understand the concept of a 'rule of thumb' in decision making. A 'rule of thumb' refers to a simple, general principle or guideline that is used to make decisions or solve problems quickly and with minimal effort.

Next, I need to identify which of the given options corresponds to this concept. The term 'heuristics' is often used to describe mental shortcuts or rules of thumb that simplify decision making.

Finally, I confirm that 'heuristics' is indeed the term that refers to the use of 'rule of thumb' in decision making.

Therefore, the correct answer is {'sol': 'j'}.",j
