question_id,question,options,answer,answer_index,cot_content,category,src,gpt4o_rawtext,gpt4o
70,"Typical advertising regulatory bodies suggest, for example that adverts must not: encourage _________, cause unnecessary ________ or _____, and must not cause _______ offence.","['Safe practices, Fear, Jealousy, Trivial'
 'Unsafe practices, Distress, Joy, Trivial'
 'Safe practices, Wants, Jealousy, Trivial'
 'Safe practices, Distress, Fear, Trivial'
 'Unsafe practices, Wants, Jealousy, Serious'
 'Safe practices, Distress, Jealousy, Serious'
 'Safe practices, Wants, Fear, Serious'
 'Unsafe practices, Wants, Fear, Trivial'
 'Unsafe practices, Distress, Fear, Serious']",I,8,,business,ori_mmlu-business_ethics,"First,  I  need  to  identify  the  typical  concerns  that  advertising  regulatory  bodies  have  regarding  adverts.  These  usually  include  not  encouraging  unsafe  practices,  not  causing  unnecessary  distress  or  fear,  and  not  causing  serious  offence.

Next,  I  will  match  these  concerns  with  the  options  provided.  The  correct  combination  should  include  ""unsafe  practices,""  ""distress,""  ""fear,""  and  ""serious""  offence.

Finally,  I  will  review  the  options  to  find  the  one  that  matches  all  these  criteria.  The  correct  choice  is  option  i)  Unsafe  practices,  Distress,  Fear,  Serious.

Therefore,  the  correct  answer  is  {'sol':  'i'}.",i
71,"Managers are entrusted to run the company in the best interest of ________. Specifically, they have a duty to act for the benefit of the company, as well as a duty of ________ and of _______.","['Shareholders, Diligence, Self-interest'
 'Shareholders, Self-interest, Care and Skill'
 'Stakeholders, Care and skill, Self-interest'
 'Stakeholders, Diligence, Care and Skill'
 'Customers, Care and Skill, Diligence'
 'Shareholders, Care and Skill, Diligence'
 'Shareholders, Self-interest, Diligence'
 'Employees, Care and Skill, Diligence'
 'Stakeholders, Self-interest, Diligence'
 'Stakeholder, Care and Skill, Diligence']",F,5,,business,ori_mmlu-business_ethics,"First,  I  need  to  identify  who  managers  are  primarily  responsible  to  in  a  company.  Typically,  managers  are  entrusted  to  run  the  company  in  the  best  interest  of  the  shareholders.

Next,  I  need  to  determine  the  duties  managers  have  towards  the  company.  Managers  have  a  duty  of  care  and  skill,  which  means  they  must  act  with  the  necessary  competence  and  diligence  expected  of  someone  in  their  position.

Finally,  I  need  to  find  the  option  that  matches  these  responsibilities.  The  correct  choice  is  the  one  that  includes  shareholders,  care  and  skill,  and  diligence.

Therefore,  the  correct  answer  is  {'sol':  'f'}.",f
72,"There are two main issues associated with _____ sizing. _______ is a key issue as due to the information policy of the corporation it can be argued that employees have a right to know if they are being made redundant. _______ is a second issue, particularly the ________ package that employees receive when laid off.","['Down, Autonomy, Remuneration, Benefit'
 'Down, Involvement, Independence, Benefit'
 'Up, Independence, Involvement, Benefit'
 'Down, Privacy, Autonomy, Benefit'
 'Up, Involvement, Autonomy, Compensation'
 'Down, Independence, Autonomy, Compensation'
 'Up, Involvement, Remuneration, Severance'
 'Up, Privacy, Remuneration, Severance'
 'Up, Autonomy, Remuneration, Compensation'
 'Down, Involvement, Remuneration, Compensation']",J,9,,business,ori_mmlu-business_ethics,"First,  I  need  to  identify  the  context  of  the  sentence.  The  sentence  is  discussing  issues  related  to  ""sizing,""  which  likely  refers  to  ""downsizing""  in  a  corporate  context,  where  employees  are  laid  off.
Next,  I  need  to  determine  the  key  issues  mentioned.  The  first  issue  is  related  to  the  information  policy  of  the  corporation,  suggesting  that  ""privacy""  is  a  concern  because  employees  have  a  right  to  know  about  redundancies.
The  second  issue  involves  the  ""package""  employees  receive  when  laid  off,  which  is  typically  referred  to  as  a  ""severance""  or  ""compensation""  package.
Therefore,  the  correct  answer  is  {'sol':  'd'}.",d
73,_______ locate morality beyond the sphere of rationality in an emotional 'moral impulse' towards others.,"['Ethical egoism' 'Ethics of duty' 'Postmodern ethics'
 'Consequentialist ethics' 'Utilitarian ethics' 'Deontological ethics'
 'Virtue ethics' 'Ethics of care' 'Ethics of rights' 'Relativist ethics']",C,2,,business,ori_mmlu-business_ethics,"First,  I  need  to  understand  the  concept  of  locating  morality  beyond  rationality  in  an  emotional  'moral  impulse'  towards  others.  This  suggests  a  focus  on  emotions  and  relationships  rather  than  strict  rational  principles.

Next,  I  will  consider  the  options  provided.  Ethical  egoism,  consequentialist  ethics,  utilitarian  ethics,  and  deontological  ethics  are  primarily  based  on  rational  calculations  or  duties,  so  they  are  less  likely  to  emphasize  emotional  impulses.

The  ethics  of  care  is  known  for  emphasizing  relationships,  emotions,  and  caring  for  others,  which  aligns  with  the  idea  of  a  'moral  impulse'  towards  others.

Therefore,  the  correct  answer  is  {'sol':  'h'}.",h
74," Some of key differences between Islamic finance and conventional finance include - prohibition of charging and paying _______, prohibition on ______ and ______ transactions, prohibition of sinful investment and requirement for all financial products to be backed by __________.","['Interest, Certain, Assured, Both tangible and intangible assets'
 'Interest, Uncertain, Assured, Both tangible and intangible assets'
 'Interest, Uncertain, Speculative, Intangible assets'
 'Interest, Certain, Assured, Tangible assets'
 'Interest, Uncertain, Assured, Intangible assets'
 'Profit, Uncertain, Speculative, Tangible assets'
 'Interest, Uncertain, Speculative, Tangible assets'
 'Interest, Certain, Speculative, Intangible assets'
 'Profit, Certain, Assured, Tangible assets'
 'Interest, Certain, Speculative, Both tangible and intangible assets']",G,6,,business,ori_mmlu-business_ethics,"First,  I  need  to  identify  the  key  differences  between  Islamic  finance  and  conventional  finance.  One  of  the  main  differences  is  the  prohibition  of  charging  and  paying  interest,  which  is  known  as  ""riba""  in  Islamic  finance.

Next,  Islamic  finance  prohibits  transactions  that  are  uncertain  or  speculative.  This  is  to  avoid  excessive  risk  and  ensure  fairness  in  financial  dealings.

Finally,  Islamic  finance  requires  that  all  financial  products  be  backed  by  tangible  assets.  This  ensures  that  the  financial  activities  are  linked  to  real  economic  activities  and  assets.

Therefore,  the  correct  answer  is  {'sol':  'g'}.",g
75, Which of the following are the three broad groups of organizational characteristics segmentation criteria?,"['Organizational size, industry type, and geographical location.'
 'Organizational size, industry type, and age of company.'
 'Organizational size, industry type, and customer base.'
 'Organizational size, industry type, and annual revenue.'
 'Organizational size, industry type, and business strategy.'
 'None of the above.' 'Organizational size, industry type, and gender.'
 'Organizational size, industry type, and number of branches.'
 'Psychographics, purchaser, and behavioural criteria.'
 'Organizational size, industry type, and number of employees.']",A,0,,business,ori_mmlu-marketing,"First,  I  need  to  identify  the  three  broad  groups  of  organizational  characteristics  segmentation  criteria.  These  typically  include  organizational  size,  industry  type,  and  geographical  location.
Next,  I  will  review  the  given  choices  to  find  the  one  that  matches  these  criteria.  The  correct  choice  should  include  organizational  size,  industry  type,  and  geographical  location.
Finally,  I  will  select  the  choice  that  matches  these  criteria,  which  is  {'sol':  'a'}.",a
76," Pine and Gilmore (1999) derive four distinct realms of experience, based on two dimensions. What are these dimensions?","['Customer participation and environmental acquisition.'
 'Environmental acquisition and environmental relationship.'
 'Customer retention and environmental relationship.'
 'Customer participation and environmental relationship.'
 'Customer acquisition and customer retention.'
 'Customer participation and customer relationship.'
 'Customer acquisition and environmental participation.'
 'Environmental participation and customer relationship.'
 'Customer retention and customer relationship.'
 'Customer acquisition and environmental relationship.']",D,3,,business,ori_mmlu-marketing,"First,  I  need  to  recall  the  framework  proposed  by  Pine  and  Gilmore  in  their  book  ""The  Experience  Economy.""  They  introduced  the  concept  of  the  four  realms  of  experience,  which  are  based  on  two  key  dimensions.

The  first  dimension  is  ""Customer  Participation,""  which  ranges  from  passive  to  active  participation.  This  dimension  considers  how  much  the  customer  is  involved  in  the  experience.

The  second  dimension  is  ""Environmental  Relationship,""  which  ranges  from  absorption  to  immersion.  This  dimension  considers  how  the  customer  connects  with  the  environment  of  the  experience.

Therefore,  the  correct  answer  is  {'sol':  'd'}.",d
77," Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?","['Non-probability.' 'Cross-sectional.' 'Qualitative.' 'Ethnographic.'
 'Longitudinal.' 'Experimental.' 'Probability.' 'Observational.'
 'Case Study.' 'Quantitative.']",J,9,,business,ori_mmlu-marketing,"First,  I  need  to  identify  the  type  of  research  method  that  involves  predetermined,  standardized  questions.  This  typically  refers  to  methods  that  use  structured  data  collection  tools  like  surveys  or  questionnaires.

Next,  I  consider  the  options  provided.  Qualitative  methods  (c)  and  ethnographic  methods  (d)  are  more  open-ended  and  exploratory,  focusing  on  understanding  phenomena  in  depth,  rather  than  using  standardized  questions.

Finally,  quantitative  methods  (j)  are  designed  to  collect  numerical  data  and  often  use  standardized  questions  to  ensure  consistency  and  comparability  across  many  respondents.  Therefore,  the  correct  answer  is  {'sol':  'j'}.",j
78,"Where the price is set low relative to the competition to gain market share, this strategy is known as:","['Captive product pricing.' 'High-low pricing.' 'Price skimming.'
 'Value added pricing.' 'Penetration pricing.' 'Premium pricing.'
 'Cost-plus pricing.' 'Economy pricing.' 'Psychological pricing.'
 'Competitive pricing.']",E,4,,business,ori_mmlu-marketing,"First,  I  need  to  understand  the  strategy  described.  The  strategy  involves  setting  a  low  price  relative  to  the  competition  with  the  goal  of  gaining  market  share.

Next,  I  will  review  the  options  provided.  Captive  product  pricing  involves  pricing  products  that  must  be  used  with  a  main  product.  High-low  pricing  involves  fluctuating  prices  between  high  and  low.  Price  skimming  involves  setting  high  prices  initially  and  lowering  them  over  time.  Value  added  pricing  focuses  on  added  features  or  services.  Penetration  pricing  involves  setting  low  prices  to  gain  market  share.  Premium  pricing  involves  setting  high  prices  to  indicate  quality.  Cost-plus  pricing  involves  adding  a  markup  to  the  cost.  Economy  pricing  involves  setting  low  prices  with  minimal  marketing.  Psychological  pricing  involves  setting  prices  that  have  a  psychological  impact.  Competitive  pricing  involves  setting  prices  based  on  competitors.

Finally,  the  strategy  described  matches  penetration  pricing,  which  is  setting  a  low  price  to  gain  market  share.

Therefore,  the  correct  answer  is  {'sol':  'e'}.",e
79,"Once a train pulls out of a station, or an aeroplane takes off or a film starts, those seats are lost and can never be sold. This is referred to as:","['Immeasurability.' 'Impalpability.' 'Variability.' 'Non-storability.'
 'Indivisibility.' 'Perishability.' 'Non-recoverability.'
 'Inseparability.' 'Heterogeneity.' 'Intangibility.']",F,5,,business,ori_mmlu-marketing,"First,  I  need  to  understand  the  context  of  the  situation.  The  scenario  describes  a  situation  where  once  a  service  opportunity  (like  a  train  seat,  airplane  seat,  or  film  seat)  is  not  utilized,  it  cannot  be  stored  or  sold  later.  
Next,  I  need  to  identify  the  term  that  best  describes  this  characteristic  of  services.  The  key  aspect  here  is  that  the  opportunity  is  lost  and  cannot  be  stored  for  future  use.  
The  term  that  describes  this  characteristic  is  ""Perishability,""  which  refers  to  the  inability  to  store  services  for  later  sale  or  use.  
Therefore,  the  correct  answer  is  {'sol':  'f'}.",f
