question_id,question,options,answer,answer_index,cot_content,category,src,gpt4o-mini_rawtext,gpt4o-mini
70,"Typical advertising regulatory bodies suggest, for example that adverts must not: encourage _________, cause unnecessary ________ or _____, and must not cause _______ offence.","['Safe practices, Fear, Jealousy, Trivial'
 'Unsafe practices, Distress, Joy, Trivial'
 'Safe practices, Wants, Jealousy, Trivial'
 'Safe practices, Distress, Fear, Trivial'
 'Unsafe practices, Wants, Jealousy, Serious'
 'Safe practices, Distress, Jealousy, Serious'
 'Safe practices, Wants, Fear, Serious'
 'Unsafe practices, Wants, Fear, Trivial'
 'Unsafe practices, Distress, Fear, Serious']",I,8,,business,ori_mmlu-business_ethics,"To determine the correct answer, I will analyze the context of the statement regarding advertising regulations.

1. The first blank should refer to practices that are not safe, as advertising should not encourage behaviors that could harm individuals or society. Therefore, ""Unsafe practices"" is a strong candidate.

2. The second blank should refer to an emotional response that is generally considered negative and should be avoided in advertising. ""Distress"" fits well here, as causing unnecessary distress is typically against advertising regulations.

3. The third blank should also refer to a negative emotional response. ""Fear"" is a common concern in advertising, as it can manipulate consumers inappropriately.

4. The fourth blank should refer to the type of offence that is serious and can lead to significant backlash. ""Serious"" is appropriate here, as it indicates a level of offence that is more impactful than trivial.

Putting this all together, the best fit for the blanks is ""Unsafe practices, Distress, Fear, Serious,"" which corresponds to option i.

Therefore, the correct answer is {'sol': 'i'}.",i
71,"Managers are entrusted to run the company in the best interest of ________. Specifically, they have a duty to act for the benefit of the company, as well as a duty of ________ and of _______.","['Shareholders, Diligence, Self-interest'
 'Shareholders, Self-interest, Care and Skill'
 'Stakeholders, Care and skill, Self-interest'
 'Stakeholders, Diligence, Care and Skill'
 'Customers, Care and Skill, Diligence'
 'Shareholders, Care and Skill, Diligence'
 'Shareholders, Self-interest, Diligence'
 'Employees, Care and Skill, Diligence'
 'Stakeholders, Self-interest, Diligence'
 'Stakeholder, Care and Skill, Diligence']",F,5,,business,ori_mmlu-business_ethics,"First, I need to identify who managers are primarily responsible for in a company. Typically, managers are entrusted to run the company in the best interest of shareholders.

Next, I need to determine the duties that managers have. The common duties include acting with care and skill, which refers to the obligation to make informed and prudent decisions.

Finally, I need to evaluate the options to find the one that correctly states the responsibilities of managers. The correct answer should reflect that managers act for the benefit of shareholders and have duties of care and skill.

After analyzing the options, the correct answer is {'sol': 'f'}.",f
72,"There are two main issues associated with _____ sizing. _______ is a key issue as due to the information policy of the corporation it can be argued that employees have a right to know if they are being made redundant. _______ is a second issue, particularly the ________ package that employees receive when laid off.","['Down, Autonomy, Remuneration, Benefit'
 'Down, Involvement, Independence, Benefit'
 'Up, Independence, Involvement, Benefit'
 'Down, Privacy, Autonomy, Benefit'
 'Up, Involvement, Autonomy, Compensation'
 'Down, Independence, Autonomy, Compensation'
 'Up, Involvement, Remuneration, Severance'
 'Up, Privacy, Remuneration, Severance'
 'Up, Autonomy, Remuneration, Compensation'
 'Down, Involvement, Remuneration, Compensation']",J,9,,business,ori_mmlu-business_ethics,"To fill in the blanks, I will analyze the context of the sentence step by step.

1. The first blank refers to the type of sizing being discussed. The term ""down sizing"" is commonly used in corporate contexts when referring to reducing the number of employees, so ""Down"" fits well here.

2. The second blank discusses an issue related to employees' rights to know about their redundancy. ""Privacy"" is a relevant term here, as it relates to the information policy and employees' rights regarding their employment status.

3. The third blank refers to the type of package employees receive when laid off. ""Benefit"" is a suitable term as it encompasses the compensation and support provided to employees during layoffs.

Putting this all together, the best fit for the sentence is: ""There are two main issues associated with down sizing. Privacy is a key issue as due to the information policy of the corporation it can be argued that employees have a right to know if they are being made redundant. Benefit is a second issue, particularly the package that employees receive when laid off.""

Thus, the correct answer is {'sol': 'd'}.",d
73,_______ locate morality beyond the sphere of rationality in an emotional 'moral impulse' towards others.,"['Ethical egoism' 'Ethics of duty' 'Postmodern ethics'
 'Consequentialist ethics' 'Utilitarian ethics' 'Deontological ethics'
 'Virtue ethics' 'Ethics of care' 'Ethics of rights' 'Relativist ethics']",C,2,,business,ori_mmlu-business_ethics,"To determine which ethical framework locates morality beyond rationality and emphasizes an emotional 'moral impulse' towards others, I will analyze the options step by step.

1. **Ethical egoism**: This theory focuses on self-interest as the basis of morality, which does not align with the idea of a moral impulse towards others.

2. **Ethics of duty**: This is often associated with deontological ethics, which emphasizes rules and obligations rather than emotional impulses.

3. **Postmodern ethics**: This approach is more about questioning established norms and may not specifically focus on emotional impulses.

4. **Consequentialist ethics**: This framework evaluates morality based on the outcomes of actions, which does not align with an emotional basis.

5. **Utilitarian ethics**: Similar to consequentialism, it focuses on maximizing overall happiness rather than emotional impulses towards individuals.

6. **Deontological ethics**: This is rule-based and does not emphasize emotional impulses.

7. **Virtue ethics**: This focuses on character and virtues but does not specifically emphasize emotional impulses towards others.

8. **Ethics of care**: This ethical framework emphasizes relationships and emotional connections, focusing on caring for others and moral impulses towards them.

9. **Ethics of rights**: This framework emphasizes individual rights and does not focus on emotional impulses.

10. **Relativist ethics**: This approach suggests that moral standards are relative and does not emphasize emotional impulses.

After analyzing these options, the framework that best fits the description of locating morality beyond rationality in an emotional 'moral impulse' towards others is the **Ethics of care**.

Therefore, the correct answer is {'sol': 'h'}.",h
74," Some of key differences between Islamic finance and conventional finance include - prohibition of charging and paying _______, prohibition on ______ and ______ transactions, prohibition of sinful investment and requirement for all financial products to be backed by __________.","['Interest, Certain, Assured, Both tangible and intangible assets'
 'Interest, Uncertain, Assured, Both tangible and intangible assets'
 'Interest, Uncertain, Speculative, Intangible assets'
 'Interest, Certain, Assured, Tangible assets'
 'Interest, Uncertain, Assured, Intangible assets'
 'Profit, Uncertain, Speculative, Tangible assets'
 'Interest, Uncertain, Speculative, Tangible assets'
 'Interest, Certain, Speculative, Intangible assets'
 'Profit, Certain, Assured, Tangible assets'
 'Interest, Certain, Speculative, Both tangible and intangible assets']",G,6,,business,ori_mmlu-business_ethics,"To determine the correct answer, I will analyze the key differences between Islamic finance and conventional finance step by step.

1. **Prohibition of Charging and Paying Interest**: Islamic finance strictly prohibits the charging and paying of interest (riba). This is a fundamental principle that distinguishes it from conventional finance.

2. **Prohibition on Uncertain and Speculative Transactions**: Islamic finance also prohibits transactions that involve excessive uncertainty (gharar) and speculation (maysir). This means that financial products must be clear and not involve gambling-like elements.

3. **Requirement for Backing by Tangible Assets**: In Islamic finance, all financial products must be backed by tangible assets or real economic activity. This ensures that investments are ethical and contribute to the economy.

Now, I will match these points with the provided choices:

- The first blank should be ""Interest.""
- The second blank should be ""Uncertain.""
- The third blank should be ""Speculative.""
- The fourth blank should be ""Tangible assets.""

Looking at the choices, the one that fits all these criteria is:

g) Interest, Uncertain, Speculative, Tangible assets.

Thus, the correct answer is {'sol': 'g'}.",g
75, Which of the following are the three broad groups of organizational characteristics segmentation criteria?,"['Organizational size, industry type, and geographical location.'
 'Organizational size, industry type, and age of company.'
 'Organizational size, industry type, and customer base.'
 'Organizational size, industry type, and annual revenue.'
 'Organizational size, industry type, and business strategy.'
 'None of the above.' 'Organizational size, industry type, and gender.'
 'Organizational size, industry type, and number of branches.'
 'Psychographics, purchaser, and behavioural criteria.'
 'Organizational size, industry type, and number of employees.']",A,0,,business,ori_mmlu-marketing,"To determine the correct answer, I will analyze the options based on common segmentation criteria used in organizational characteristics.

1. **Identify common segmentation criteria**: The three broad groups of organizational characteristics typically include factors that help categorize organizations for marketing or strategic purposes. Common criteria include organizational size, industry type, and other relevant factors.

2. **Evaluate the options**:
   - Option a) includes geographical location, which is not typically one of the three broad groups.
   - Option b) includes age of company, which is less common as a primary segmentation criterion.
   - Option c) includes customer base, which is more related to market segmentation rather than organizational characteristics.
   - Option d) includes annual revenue, which is a valid criterion but not as broad as the others.
   - Option e) includes business strategy, which is more specific and not a broad characteristic.
   - Option f) states none of the above, which may be true if none of the options fit.
   - Option g) includes gender, which is not relevant to organizational characteristics.
   - Option h) includes number of branches, which is a specific detail rather than a broad category.
   - Option i) includes psychographics, which is more consumer-focused.
   - Option j) includes number of employees, which is a valid criterion but not as broad as the others.

3. **Determine the best fit**: The most common and broad criteria for organizational segmentation are organizational size and industry type. The third criterion should ideally be something that complements these two. Among the options, option j) ""Organizational size, industry type, and number of employees"" fits well as it maintains the focus on organizational characteristics.

Therefore, the correct answer is {'sol': 'j'}.",j
76," Pine and Gilmore (1999) derive four distinct realms of experience, based on two dimensions. What are these dimensions?","['Customer participation and environmental acquisition.'
 'Environmental acquisition and environmental relationship.'
 'Customer retention and environmental relationship.'
 'Customer participation and environmental relationship.'
 'Customer acquisition and customer retention.'
 'Customer participation and customer relationship.'
 'Customer acquisition and environmental participation.'
 'Environmental participation and customer relationship.'
 'Customer retention and customer relationship.'
 'Customer acquisition and environmental relationship.']",D,3,,business,ori_mmlu-marketing,"To determine the correct answer, I will analyze the concepts presented by Pine and Gilmore regarding the four realms of experience.

1. **Understanding the Dimensions**: Pine and Gilmore's framework is based on two key dimensions: the level of customer participation (active vs. passive) and the nature of the environment (absorption vs. immersion). This leads to four realms of experience: entertainment, education, escapism, and esthetic.

2. **Identifying the Relevant Terms**: From the choices provided, I need to identify which terms align with the dimensions of customer participation and the type of relationship or environment involved.

3. **Evaluating the Options**: 
   - ""Customer participation"" is clearly one of the dimensions.
   - The second dimension should relate to the type of experience or environment, which could be interpreted as ""customer relationship"" in the context of how customers engage with the experience.

Based on this analysis, the correct answer that reflects the two dimensions of experience as derived by Pine and Gilmore is ""Customer participation and customer relationship.""

Therefore, the correct answer is {'sol': 'f'}.",f
77," Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?","['Non-probability.' 'Cross-sectional.' 'Qualitative.' 'Ethnographic.'
 'Longitudinal.' 'Experimental.' 'Probability.' 'Observational.'
 'Case Study.' 'Quantitative.']",J,9,,business,ori_mmlu-marketing,"First, I need to identify the type of research methods that focus on collecting data through standardized questions. This typically involves structured surveys or questionnaires that can be administered to a large number of respondents.

Next, I can eliminate options that do not fit this description. Qualitative methods (c) and ethnographic methods (d) focus on in-depth understanding and are not standardized. Longitudinal (e) and cross-sectional (b) methods refer to the timing of data collection rather than the structure of the questions. Experimental (f) and observational (h) methods focus on different aspects of research design.

Finally, the remaining options include probability (g) and non-probability (a) sampling methods, which relate to how respondents are selected rather than the nature of the questions. The most fitting option that describes research methods designed to elicit responses to standardized questions is quantitative (j), as it involves numerical data and structured responses.

Therefore, the correct answer is {'sol': 'j'}.",j
78,"Where the price is set low relative to the competition to gain market share, this strategy is known as:","['Captive product pricing.' 'High-low pricing.' 'Price skimming.'
 'Value added pricing.' 'Penetration pricing.' 'Premium pricing.'
 'Cost-plus pricing.' 'Economy pricing.' 'Psychological pricing.'
 'Competitive pricing.']",E,4,,business,ori_mmlu-marketing,"First, I need to identify the strategy that involves setting prices low relative to competitors to attract customers and gain market share. 

Next, I can eliminate options that do not fit this description. For example, ""Price skimming"" (c) involves setting high prices initially and lowering them over time, which is the opposite of what is described. ""Premium pricing"" (f) and ""High-low pricing"" (b) also do not fit, as they involve higher price points.

Then, I can focus on the remaining options. ""Penetration pricing"" (e) specifically refers to setting a low price to enter a competitive market and attract customers, which aligns perfectly with the description given.

Therefore, the correct answer is {'sol': 'e'}.",e
79,"Once a train pulls out of a station, or an aeroplane takes off or a film starts, those seats are lost and can never be sold. This is referred to as:","['Immeasurability.' 'Impalpability.' 'Variability.' 'Non-storability.'
 'Indivisibility.' 'Perishability.' 'Non-recoverability.'
 'Inseparability.' 'Heterogeneity.' 'Intangibility.']",F,5,,business,ori_mmlu-marketing,"First, I need to analyze the situation described. When a train departs, an airplane takes off, or a film begins, the seats that are not filled cannot be sold again for that specific instance. This indicates that the opportunity to sell those seats is lost after the event starts.

Next, I need to identify the term that best describes this characteristic of services or products that cannot be stored or saved for later sale. The term ""perishability"" is commonly used in service marketing to describe products or services that cannot be stored for future use.

Finally, I will confirm that ""perishability"" accurately reflects the loss of the opportunity to sell the seats once the event has started, as they cannot be recovered or sold again.

Therefore, the correct answer is {'sol': 'f'}.",f
